Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP
Ho-Oh,Hidden Power,Brave Bird,12.235,503.6,922.3540148,3863
Deoxys (Attack Forme),Zen Headbutt,Psycho Boost,19.456,125.2,922.0723554,2580
Ursaring,Metal Claw,Hyper Beam,13.927,341.2,921.6833652,2945
Mesprit,Confusion,Future Sight,12.996,419.7,921.2300103,3058
Toxicroak,Poison Jab,Sludge Bomb,14.366,309.9,918.8172974,2488
Mienshao,Low Kick,Grass Knot,15.127,265.3,918.323442,2710
Gigalith,Smack Down,Stone Edge,13.021,415.8,917.9467778,3228
Hariyama,Counter,Close Combat,13.41,380.6,917.8149289,2829
Machamp,Karate Chop,Close Combat,13.6,364.6,917.1352576,3056
Simisage,Vine Whip,Grass Knot,14.606,294,916.0964904,2350
Vaporeon,Water Gun,Hydro Pump,12.657,451.4,915.2798366,3114
Torterra,Razor Leaf,Solar Beam,12.95,421.4,915.1743438,2934
Arcanine,Thunder Fang,Flamethrower,13.457,375.3,914.583415,3029
Virizion,Quick Attack,Leaf Blade,12.457,472.5,913.3604588,3022
Scizor,Fury Cutter,X-Scissor,13.759,350,911.6510916,3001
Leafeon,Quick Attack,Solar Beam,13.32,385,909.8575517,2944
Krookodile,Snarl,Outrage,13.453,373.1,908.411609,3046
Mew,Struggle Bug,Psychic,12.473,467.4,906.9878621,3265
Charizard,Air Slash,Overheat,13.637,357.6,906.8887858,2889
Tornadus (Therian Forme),Bite,Grass Knot,13.318,382.7,904.0147029,3215
Rayquaza,Air Slash,Ancient Power,13.253,388,903.1800156,3835
Venusaur,Vine Whip,Solar Beam,13.281,385.4,902.8259643,2720
Jynx,Frost Breath,Avalanche,14.482,297,902.0738197,2555
Hippowdon,Fire Fang,Earth Power,12.554,455.8,901.821726,3085
Alolan Golem,Volt Switch,Wild Charge,13.128,397.8,900.0372477,2949
Zebstrika,Spark,Wild Charge,14.467,297.1,899.5764887,2428
Scizor,Fury Cutter,Iron Head,13.713,348.8,899.4435345,3001
Houndoom,Snarl,Flamethrower,14.281,308.8,899.4005507,2635
Keldeo,Poison Jab,X-Scissor,12.929,416,899.0588843,3698
Deoxys (Attack Forme),Poison Jab,Psycho Boost,19.334,124.4,899.0534732,2580
Tornadus (Incarnate Forme),Bite,Hyper Beam,13.741,346.5,898.9970317,3345
Lugia,Dragon Tail,Future Sight,11.235,633.5,898.3919452,3703
Hippowdon,Thunder Fang,Earth Power,12.541,455.4,898.2340824,3085
Togekiss,Charm,Aerial Ace,12.72,436.2,897.7325977,3332
Jynx,Pound,Avalanche,14.462,296.6,897.1317323,2555
Breloom,Counter,Sludge Bomb,14.786,277.4,896.7235229,2628
Ho-Oh,Extrasensory,Brave Bird,12.145,499.9,895.5208343,3863
Arcanine,Snarl,Wild Charge,13.382,373.2,894.3442347,3029
Charizard,Fire Spin,Return,13.586,356.3,893.4919687,2889
Pinsir,Fury Cutter,X-Scissor,13.842,336.8,893.2409351,2959
Gallade,Charm,Synchronoise,13.507,362.2,892.5347739,3093
Terrakion,Zen Headbutt,Close Combat,12.897,415,890.2545382,3698
Gyarados,Bite,Outrage,12.891,415.4,889.8694912,3391
Gyarados,Dragon Breath,Outrage,12.891,415.4,889.8694912,3391
Tornadus (Therian Forme),Air Slash,Hurricane,13.264,381.2,889.5624281,3215
Bisharp,Snarl,Dark Pulse,13.932,328.7,888.873792,2844
Bisharp,Snarl,Iron Head,13.932,328.7,888.873792,2844
Typhlosion,Shadow Claw,Overheat,13.568,355.8,888.6964565,2889
Zoroark,Shadow Claw,Foul Play,15.176,254.2,888.4796803,2571
Mismagius,Hex,Shadow Ball,13.89,331,887.0226936,2615
Magmortar,Karate Chop,Psychic,13.664,347.6,886.774769,3132
Krookodile,Snarl,Crunch,13.368,370.7,885.5679628,3046
Infernape,Fire Spin,Flamethrower,14.036,320.2,885.4242377,2683
Eelektross,Spark,Thunderbolt,13.761,339.7,885.2084102,2732
Druddigon,Dragon Tail,Dragon Claw,13.64,348.5,884.3942156,2732
Archeops,Steel Wing,Crunch,14.331,300.2,883.5684012,3331
Lucario,Counter,Close Combat,14.383,296.8,883.1049884,2703
Mesprit,Extrasensory,Future Sight,12.854,415.1,881.5919585,3058
Yanmega,Bug Bite,Bug Buzz,13.634,347.8,881.4535814,2946
Tornadus (Incarnate Forme),Air Slash,Dark Pulse,13.66,344.4,877.8397466,3345
Machamp,Counter,Stone Edge,13.444,360.4,875.7301332,3056
Roserade,Poison Jab,Dazzling Gleam,13.865,327.2,872.1133142,2971
Charizard,Ember,Overheat,13.498,354,870.5857083,2889
Typhlosion,Ember,Overheat,13.498,354,870.5857083,2889
Granbull,Charm,Play Rough,14.025,315.5,870.3781368,2552
Houndoom,Fire Fang,Return,14.159,306.2,869.166405,2635
Gyarados,Bite,Return,12.815,412.9,868.9618588,3391
Gyarados,Dragon Breath,Return,12.815,412.9,868.9618588,3391
Machamp,Karate Chop,Cross Chop,13.416,359.6,868.3380498,3056
Mew,Snarl,Grass Knot,12.336,462.3,867.8546116,3265
Mew,Snarl,Wild Charge,12.336,462.3,867.8546116,3265
Snorlax,Lick,Skull Bash,11.846,521.9,867.5659164,3225
Zekrom,Charge Beam,Crunch,12.591,434.5,867.3022091,4038
Blastoise,Water Gun,Hydro Cannon,12.903,403.5,866.79347,2466
Archeops,Wing Attack,Crunch,14.262,298.7,866.5158657,3331
Charizard,Wing Attack,Flamethrower,13.482,353.6,866.5132835,2889
Mismagius,Sucker Punch,Shadow Ball,13.808,329.1,866.4035386,2615
Krookodile,Snarl,Earthquake,13.286,368.5,864.2118888,3046
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Regigigas,Hidden Power,Thunder,12.387,454.5,863.8379915,4337
Empoleon,Metal Claw,Hydro Pump,13.066,386.4,861.9162711,2900
Excadrill,Mud Slap,Rock Slide,13.532,347.5,861.0745954,3244
Victreebel,Acid,Leaf Blade,14.172,302.4,860.7464056,2431
Espeon,Confusion,Psybeam,13.838,324.8,860.6686805,3170
Golurk,Mud Slap,Earth Power,13.509,348.6,859.4032423,2854
Manectric,Snarl,Wild Charge,14.695,270.8,859.3249693,2340
Gallade,Low Kick,Leaf Blade,13.377,358.7,858.6329646,3093
Metagross,Bullet Punch,Earthquake,12.544,433.6,855.8495163,3791
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.259207,3863
Weavile,Snarl,Focus Blast,13.718,331.1,854.7351739,3005
Zoroark,Snarl,Sludge Bomb,15.027,251.7,854.0829945,2571
Gardevoir,Charge Beam,Synchronoise,13.358,358.2,853.7877098,3093
Togekiss,Charm,Flamethrower,12.561,430.8,853.784648,3332
Lucario,Counter,Power-Up Punch,14.259,294.2,852.9230975,2703
Tangrowth,Infestation,Solar Beam,12.665,419.8,852.8212566,3030
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.0476523,3863
Mamoswine,Mud Slap,Bulldoze,13.122,376.8,851.3555948,3328
Azelf,Extrasensory,Fire Blast,13.934,314.6,851.1108695,3210
Flygon,Dragon Tail,Earth Power,13.445,350,850.6491336,2661
Shaymin (Land Forme),Zen Headbutt,Solar Beam,12.269,459.8,849.1735656,3265
Haxorus,Counter,Night Slash,13.482,346.4,848.8693478,3593
Metagross,Zen Headbutt,Earthquake,12.516,432.7,848.3665932,3791
Latias,Dragon Breath,Thunder,12.292,456.4,847.6436063,3510
Mew,Rock Smash,Psychic,12.26,459.4,846.5690783,3265
Bisharp,Metal Claw,Dark Pulse,13.763,324.7,846.4895835,2844
Arcanine,Thunder Fang,Wild Charge,13.198,368,846.0035604,3029
Mienshao,Poison Jab,Grass Knot,14.814,259.9,844.9350001,2710
Swampert,Mud Shot,Surf,12.781,404.5,844.5260116,2974
Granbull,Snarl,Play Rough,13.917,313,843.6867318,2552
Scizor,Bullet Punch,X-Scissor,13.489,343.1,842.0928542,3001
Thundurus (Therian Forme),Thunder Shock,Brick Break,13.571,336.5,841.0476856,3659
Tyranitar,Iron Tail,Fire Blast,12.279,454,840.5138051,3834
Excadrill,Mud Slap,Earthquake,13.444,345.3,839.0388873,3244
Gigalith,Smack Down,Heavy Slam,12.732,406.5,838.9777431,3228
Absol,Snarl,Dark Pulse,14.976,249.7,838.6988288,2526
Golurk,Astonish,Earth Power,13.425,346.4,838.1481031,2854
Zapdos,Charge Beam,Thunder,12.842,395.7,838.038647,3527
Gengar,Lick,Sludge Wave,14.424,279.1,837.5620238,2878
Kyurem,Dragon Breath,Icy Wind,12.582,420,836.5623846,3575
Chandelure,Fire Spin,Energy Ball,13.772,320.1,836.135603,3268
Thundurus (Therian Forme),Astonish,Thunder,13.55,336,835.905462,3659
Leavanny,Razor Leaf,Leaf Blade,13.592,332.8,835.6673131,2580
Magnezone,Charge Beam,Zap Cannon,13.078,373.4,835.2150525,3205
Magmortar,Karate Chop,Fire Blast,13.461,342.4,835.1523909,3132
Bisharp,Metal Claw,Iron Head,13.716,323.6,835.0085881,2844
Mew,Snarl,Psyshock,12.217,457.8,834.7751455,3265
Gengar,Lick,Focus Blast,14.407,278.7,833.4079467,2878
Charizard,Fire Spin,Fire Blast,13.349,350.1,832.7953852,2889
Tangrowth,Vine Whip,Sludge Bomb,12.59,417.3,832.7709653,3030
Honchkrow,Peck,Dark Pulse,14.335,281.7,829.8124355,2711
Mew,Pound,Grass Knot,12.198,457.1,829.6159791,3265
Mew,Pound,Wild Charge,12.198,457.1,829.6159791,3265
Mew,Volt Switch,Psychic,12.198,457.1,829.6159791,3265
Electivire,Thunder Shock,Thunder,13.601,329.3,828.5223962,3079
Heatran,Bug Bite,Stone Edge,12.362,438.1,827.6361865,3754
Honchkrow,Snarl,Brave Bird,14.316,281.4,825.6370287,2711
Melmetal,Thunder Shock,Thunderbolt,12.001,476.3,823.2521787,3599
Gallade,Low Kick,Return,13.237,354.9,823.1418943,3093
Mew,Shadow Claw,Grass Knot,12.167,456,821.3256136,3265
Mew,Shadow Claw,Wild Charge,12.167,456,821.3256136,3265
Arcanine,Bite,Flamethrower,13.099,365.3,821.0395893,3029
Scizor,Bullet Punch,Iron Head,13.399,340.8,819.8166748,3001
Roserade,Razor Leaf,Dazzling Gleam,13.65,322.1,819.1976145,2971
Mew,Dragon Tail,Grass Knot,12.158,455.6,818.7854802,3265
Mew,Dragon Tail,Wild Charge,12.158,455.6,818.7854802,3265
Lucario,Bullet Punch,Shadow Ball,14.111,291.2,818.2099306,2703
Alakazam,Confusion,Fire Punch,14.149,287.7,814.9239877,3057
Mew,Steel Wing,Grass Knot,12.142,455,814.4831091,3265
Mew,Steel Wing,Wild Charge,12.142,455,814.4831091,3265
Banette,Hex,Shadow Ball,14.723,255,813.8214205,2298
Celebi,Confusion,Hyper Beam,12.139,454.9,813.7006653,3265
Mew,Pound,Psyshock,12.138,454.9,813.4995861,3265
Escavalier,Bug Bite,X-Scissor,13.272,347.9,813.3239249,2889
Electivire,Thunder Shock,Thunder Punch,13.537,327.8,813.1604284,3079
Moltres,Wing Attack,Heat Wave,12.809,386.8,812.8906764,3465
Gyarados,Waterfall,Dragon Pulse,12.602,406,812.5394568,3391
Victreebel,Razor Leaf,Leaf Blade,13.968,298.1,812.3901613,2431
Deoxys (Normal Forme),Zen Headbutt,Psycho Boost,15.596,213.9,811.4288861,3160
Meganium,Vine Whip,Frenzy Plant,12.729,393,810.5417875,2410
Charizard,Air Slash,Flamethrower,13.259,347.7,810.4701095,2889
Mew,Shadow Claw,Psyshock,12.123,454.3,809.418362,3265
Hippowdon,Bite,Earth Power,12.217,443.6,808.8821637,3085
Omastar,Rock Throw,Rock Slide,13.027,365.2,807.354013,2786
Mew,Dragon Tail,Psyshock,12.115,454,807.2835599,3265
Mew,Steel Wing,Psyshock,12.11,453.8,805.9292553,3265
Victreebel,Acid,Sludge Bomb,13.934,297.3,804.3078878,2431
Milotic,Waterfall,Surf,12.094,453.7,802.5621466,3005
Yanmega,Wing Attack,Bug Buzz,13.311,339.6,800.9395361,2946
Alakazam,Psycho Cut,Focus Blast,14.086,286.4,800.4534224,3057
Vileplume,Acid,Sludge Bomb,13.408,331.9,800.0170748,2559
Machamp,Karate Chop,Heavy Slam,13.143,352.3,799.8271956,3056
Celebi,Confusion,Dazzling Gleam,12.087,452.9,799.7566998,3265
Jirachi,Confusion,Dazzling Gleam,12.087,452.9,799.7566998,3265
Tornadus (Therian Forme),Air Slash,Hyper Beam,12.915,371.2,799.6339029,3215
Machamp,Karate Chop,Submission,13.141,352.3,799.4621167,3056
Sawk,Low Kick,Focus Blast,13.663,312.2,796.2897102,2788
Reuniclus,Zen Headbutt,Shadow Ball,12.864,374,796.1587939,2927
Melmetal,Thunder Shock,Hyper Beam,11.894,472.1,794.3607971,3599
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Shaymin (Land Forme),Hidden Power,Solar Beam,12.061,452,793.0277547,3265
Gengar,Hex,Psychic,14.227,275.3,792.7681722,2878
Gengar,Shadow Claw,Dark Pulse,14.217,275.1,790.5229464,2878
Blaziken,Counter,Stone Edge,13.737,304.9,790.3748622,2848
Exeggutor,Bullet Seed,Seed Bomb,13.166,346.1,789.8836995,3014
Alolan Golem,Rock Throw,Stone Edge,12.703,384.9,788.9814734,2949
Golem,Rock Throw,Stone Edge,12.703,384.9,788.9814734,2949
Flygon,Dragon Tail,Dragon Claw,13.193,343.5,788.7827942,2661
Ursaring,Counter,Play Rough,13.395,328.1,788.5593476,2945
Venusaur,Razor Leaf,Sludge Bomb,12.834,372.5,787.4307709,2720
Deoxys (Normal Forme),Charge Beam,Hyper Beam,15.477,212.2,786.6937998,3160
Manaphy,Bubble,Psychic,12.036,451,786.3630149,3265
Darmanitan,Tackle,Rock Slide,13.716,304.5,785.7234706,3105
Togekiss,Air Slash,Aerial Ace,12.301,421.8,785.1051585,3332
Gengar,Sucker Punch,Psychic,14.192,274.6,784.9307451,2878
Mew,Poison Jab,Grass Knot,12.029,450.8,784.6436818,3265
Mew,Poison Jab,Wild Charge,12.029,450.8,784.6436818,3265
Starmie,Water Gun,Psychic,13.52,317.4,784.3989384,2584
Hariyama,Counter,Heavy Slam,12.889,365.8,783.251747,2829
Scolipede,Bug Bite,Sludge Bomb,13.666,306.3,781.7560411,2447
Houndoom,Snarl,Return,13.787,298.2,781.478377,2635
Victini,Confusion,Focus Blast,12.016,450.3,781.2350254,3265
Honchkrow,Peck,Psychic,14.12,277.5,781.2087115,2711
Mew,Poison Jab,Psyshock,12.012,450.2,780.2817714,3265
Drifblim,Hex,Shadow Ball,13.09,347.6,779.6482482,2382
Houndoom,Fire Fang,Fire Blast,13.772,297.9,778.146817,2635
Cacturne,Poison Jab,Grass Knot,14.654,247.2,777.8879213,2298
Arcanine,Bite,Wild Charge,12.922,360.3,777.4159958,3029
Omastar,Rock Throw,Hydro Pump,12.9,361.6,776.2427424,2786
Arcanine,Snarl,Return,12.905,359.9,773.4920837,3029
Lucario,Counter,Flash Cannon,13.908,287,772.1042496,2703
Aggron,Iron Tail,Heavy Slam,12.16,429.2,771.7212127,3000
Samurott,Waterfall,Hydro Pump,12.929,356.5,770.4675294,2826
Heracross,Counter,Earthquake,12.923,356.7,769.827006,3101
Haunter,Lick,Shadow Ball,15.877,192.2,769.2344356,1963
Manectric,Charge Beam,Wild Charge,14.292,263.4,768.9441429,2340
Vaporeon,Water Gun,Aqua Tail,12.115,432.1,768.341908,3114
Jolteon,Volt Switch,Thunderbolt,13.328,324.3,767.7890267,2888
Armored Mewtwo,Confusion,Future Sight,11.331,527.6,767.5550007,3187
Yanmega,Bug Bite,Aerial Ace,13.169,336,767.3573732,2946
Shiftry,Feint Attack,Leaf Blade,13.829,289.8,766.4268503,2333
Alolan Exeggutor,Bullet Seed,Seed Bomb,12.981,349.6,764.7084228,3014
Porygon-Z,Charge Beam,Solar Beam,13.306,324.5,764.4643872,3266
Empoleon,Waterfall,Hydro Pump,12.678,374.9,763.954833,2900
Flareon,Ember,Last Resort,13.357,320.1,762.8031048,3029
Torterra,Bite,Solar Beam,12.372,402.6,762.4186381,2934
Flareon,Fire Spin,Heat Wave,13.354,320,762.0510995,3029
Gallade,Low Kick,Close Combat,12.98,348.1,761.2513936,3093
Nidoking,Poison Jab,Earth Power,13.284,324.7,761.1476124,2567
Unfezant,Air Slash,Hyper Beam,13.498,309.2,760.4098899,2734
Alolan Muk,Snarl,Gunk Shot,12.394,398.9,759.4488202,2757
Eelektross,Acid,Thunderbolt,13.242,326.9,759.0592399,2732
Charizard,Ember,Flamethrower,13.043,342,758.8546312,2889
Tornadus (Therian Forme),Bite,Hurricane,12.745,366.3,758.3268584,3215
Ursaring,Shadow Claw,Play Rough,13.259,324.8,757.0914339,2945
Tornadus (Incarnate Forme),Bite,Dark Pulse,13.158,331.8,755.8681187,3345
Beartic,Charm,Ice Punch,12.96,347,755.3434706,3042
Hippowdon,Ice Fang,Earth Power,12.006,435.9,754.3656178,3085
Haunter,Shadow Claw,Shadow Ball,15.798,191.3,754.2603851,1963
Reuniclus,Zen Headbutt,Future Sight,12.688,368.8,753.3042581,2927
Mamoswine,Powder Snow,Bulldoze,12.726,365.4,753.0855243,3328
Beheeyem,Astonish,Psychic,13.273,321.3,751.3079921,2753
Gardevoir,Charge Beam,Shadow Ball,12.938,346.9,751.2867686,3093
Aggron,Smack Down,Heavy Slam,12.075,426.2,750.3689653,3000
Flareon,Ember,Fire Blast,13.293,318.6,748.3672708,3029
Aerodactyl,Steel Wing,Rock Slide,13.186,326.4,748.3234664,2783
Kingdra,Dragon Breath,Outrage,12.736,362.1,748.0449166,2641
Weavile,Feint Attack,Focus Blast,13.267,320.2,747.7208913,3005
Victreebel,Razor Leaf,Sludge Bomb,13.678,291.9,746.9678213,2431
Arcanine,Snarl,Fire Blast,12.793,356.7,746.8275132,3029
Samurott,Fury Cutter,Hydro Pump,12.828,353.7,746.641136,2826
Machamp,Karate Chop,Rock Slide,12.918,346.3,746.5146452,3056
Scolipede,Poison Jab,Sludge Bomb,13.507,302.8,746.1610423,2447
Lugia,Extrasensory,Hydro Pump,10.722,604.5,745.1156992,3703
Starmie,Quick Attack,Psychic,13.34,313.2,743.5141569,2584
Blaziken,Counter,Brave Bird,13.526,300.2,742.8802923,2848
Reuniclus,Hidden Power,Shadow Ball,12.642,367.5,742.5140936,2927
Mew,Snarl,Solar Beam,11.864,444.6,742.442582,3265
Shiftry,Razor Leaf,Leaf Blade,13.719,287.4,742.0858184,2333
Gallade,Charm,Leaf Blade,12.888,345.6,739.8272371,3093
Vileplume,Razor Leaf,Sludge Bomb,13.148,325.5,739.8268335,2559
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.4864726,3266
Mew,Pound,Solar Beam,11.843,443.8,737.1782035,3265
Kyurem,Steel Wing,Icy Wind,12.188,406.8,736.5093777,3575
Vileplume,Acid,Solar Beam,13.132,325.1,736.2233573,2559
Jolteon,Volt Switch,Discharge,13.188,320.9,736.0486704,2888
Venusaur,Razor Leaf,Solar Beam,12.614,366.1,734.7814925,2720
Drifblim,Astonish,Shadow Ball,12.894,342.3,733.7868029,2382
Thundurus (Therian Forme),Astonish,Crunch,13.114,325.1,733.2000864,3659
Braviary,Air Slash,Brave Bird,12.741,354.4,733.0004822,3088
Beartic,Powder Snow,Ice Punch,12.861,344.3,732.421758,3042
Mew,Shadow Claw,Solar Beam,11.816,442.8,730.4980469,3265
Mew,Snarl,Overheat,11.806,442.4,727.9867167,3265
Virizion,Zen Headbutt,Leaf Blade,11.769,446.4,727.6840813,3022
Simisage,Vine Whip,Solar Beam,13.783,277.5,726.5980967,2350
Mew,Infestation,Psyshock,11.8,442.2,726.5487504,3265
Mew,Cut,Psyshock,11.795,442,725.2973739,3265
Mew,Steel Wing,Solar Beam,11.794,442,725.1129137,3265
Thundurus  (Incarnate Forme),Astonish,Thunder Punch,13.021,328.4,724.996926,3345
Alolan Muk,Poison Jab,Gunk Shot,12.248,394.2,724.2894395,2757
Muk,Poison Jab,Gunk Shot,12.248,394.2,724.2894395,2757
Krookodile,Mud Slap,Crunch,12.711,352.5,723.932839,3046
Mew,Pound,Overheat,11.786,441.7,723.1472009,3265
Unfezant,Steel Wing,Hyper Beam,13.327,305.3,722.6433283,2734
Mew,Infestation,Grass Knot,11.781,441.5,721.9002229,3265
Mew,Infestation,Wild Charge,11.781,441.5,721.9002229,3265
Gigalith,Mud Slap,Rock Slide,12.256,391.3,720.370807,3228
Granbull,Bite,Play Rough,13.375,300.8,719.7127625,2552
Ursaring,Metal Claw,Play Rough,13.092,320.7,719.6427423,2945
Mew,Dragon Tail,Solar Beam,11.772,441.1,719.5944715,3265
Golem,Rock Throw,Earthquake,12.411,376.1,718.9913413,2949
Melmetal,Thunder Shock,Rock Slide,11.601,460.5,718.9785187,3599
Alolan Exeggutor,Bullet Seed,Dragon Pulse,12.778,344.1,717.9154901,3014
Mew,Shadow Claw,Overheat,11.763,440.8,717.4569995,3265
Togekiss,Air Slash,Flamethrower,12.025,412.4,717.0904054,3332
Charizard,Wing Attack,Return,12.854,337.1,715.935074,2889
Mew,Cut,Grass Knot,11.751,440.4,714.6144424,3265
Mew,Cut,Wild Charge,11.751,440.4,714.6144424,3265
Darmanitan,Tackle,Focus Blast,13.388,297.2,713.1746804,3105
Mew,Steel Wing,Overheat,11.744,440.1,712.8522033,3265
Victreebel,Acid,Solar Beam,13.519,288.5,712.8194176,2431
Braviary,Air Slash,Rock Slide,12.652,351.9,712.6836845,3088
Alolan Raichu,Thunder Shock,Wild Charge,13.746,274.1,711.9312462,2286
Arcanine,Thunder Fang,Return,12.637,352.4,711.160876,3029
Zekrom,Charge Beam,Flash Cannon,11.981,413.4,710.9673825,4038
Feraligatr,Waterfall,Hydro Pump,12.405,372.2,710.5042411,2857
Vanilluxe,Frost Breath,Blizzard,12.843,335.2,710.0737495,2822
Carracosta,Rock Throw,Surf,12.557,358.4,709.6197329,2621
Vaporeon,Water Gun,Last Resort,11.873,423.5,708.8181312,3114
Mew,Dragon Tail,Overheat,11.72,439.2,707.0419248,3265
Krookodile,Mud Slap,Outrage,12.635,350.4,706.7890886,3046
Staraptor,Quick Attack,Brave Bird,13.25,303.6,706.2352688,2825
Kingdra,Water Gun,Outrage,12.554,356.9,706.143427,2641
Espeon,Zen Headbutt,Psybeam,13.17,309.1,706.0839342,3170
Aerodactyl,Rock Throw,Hyper Beam,12.994,321.7,705.7967402,2783
Zebstrika,Low Kick,Wild Charge,13.615,279.6,705.651232,2428
Moltres,Ember,Heat Wave,12.363,373.3,705.3904858,3465
