Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP
Luxray,Hidden Power,Wild Charge,14.27,347.1,1008.7,2888
Luxray,Hidden Power,Wild Charge,14.27,347.1,1008.7,2888
Luxray,Hidden Power,Wild Charge,14.27,347.1,1008.7,2888
Luxray,Hidden Power,Wild Charge,14.27,347.1,1008.7,2888
Luxray,Hidden Power,Wild Charge,14.27,347.1,1008.7,2888
Luxray,Hidden Power,Wild Charge,14.27,347.1,1008.7,2888
Gardevoir,Charge Beam,Dazzling Gleam,13.925,373.4,1008.3,3093
Exeggutor,Bullet Seed,Solar Beam,13.994,367.9,1008.1,3014
Toxicroak,Counter,Sludge Bomb,14.704,317.1,1008.1,2488
Charizard,Fire Spin,Flamethrower,13.998,367.1,1006.9,2889
Banette,Shadow Claw,Shadow Ball,15.513,268.7,1002.9,2298
Raikou,Thunder Shock,Thunder,13.267,429.2,1002.2,3452
Machamp,Counter,Heavy Slam,13.899,372.6,1000.4,3056
Ursaring,Counter,Hyper Beam,14.212,348.1,999.3,2945
Snorlax,Lick,Return,12.263,540.2,996.4,3225
Machamp,Counter,Submission,13.885,372.2,996.2,3056
Salamence,Bite,Fire Blast,13.57,398.1,994.9,3749
Heracross,Counter,Megahorn,13.776,380.2,994,3101
Alakazam,Confusion,Focus Blast,14.864,302.3,992.6,3057
Heracross,Counter,Earthquake,13.766,379.9,991.1,3101
Entei,Fire Spin,Iron Head,13.03,447.4,989.8,3473
Mamoswine,Mud Slap,Stone Edge,13.623,391.2,988.9,3328
Honchkrow,Snarl,Psychic,14.973,294.3,987.8,2711
Gyarados,Dragon Tail,Return,13.229,426.3,986.9,3391
Alolan Exeggutor,Bullet Seed,Solar Beam,13.82,372.2,982.5,3014
Zapdos,Charge Beam,Return,13.356,411.5,980.6,3527
Rampardos,Zen Headbutt,Flamethrower,14.854,299.1,980.3,3298
Celebi,Confusion,Seed Bomb,12.713,476.4,979,3265
Garchomp,Mud Shot,Fire Blast,12.78,468.6,978,3962
Espeon,Zen Headbutt,Last Resort,14.283,335.2,976.7,3170
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332
Toxicroak,Poison Jab,Dynamic Punch,14.585,314.6,976.1,2488
Breloom,Bullet Seed,Dynamic Punch,15.087,283,971.8,2628
Arcanine,Snarl,Flamethrower,13.65,380.6,968.1,3029
Rhydon,Mud Slap,Stone Edge,13.187,422.1,968,3179
Flareon,Ember,Flamethrower,14.162,339.4,964.1,3029
Gyarados,Dragon Tail,Outrage,13.144,423.5,961.8,3391
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266
Mew,Frost Breath,Psychic,12.653,474.2,960.6,3265
Gengar,Shadow Claw,Sludge Wave,14.925,288.8,960,2878
Aerodactyl,Rock Throw,Rock Slide,14.032,347.4,959.7,2783
Breloom,Counter,Seed Bomb,15.035,282,958.6,2628
Azelf,Confusion,Fire Blast,14.347,323.9,956.7,3210
Gengar,Shadow Claw,Focus Blast,14.904,288.4,954.7,2878
Houndoom,Fire Fang,Flamethrower,14.493,313.4,954.1,2635
Leafeon,Razor Leaf,Solar Beam,13.479,389.6,954.1,2944
Pinsir,Bug Bite,X-Scissor,14.07,342.4,953.7,2959
Ursaring,Shadow Claw,Hyper Beam,14.044,344,952.9,2945
Jolteon,Thunder Shock,Discharge,14.063,342.2,951.8,2888
Donphan,Mud Slap,Earthquake,13.255,408.4,951.2,3013
Rhydon,Mud Slap,Surf,13.118,419.9,947.9,3179
Cacturne,Sucker Punch,Grass Knot,15.38,259.5,944.1,2298
Sceptile,Bullet Seed,Leaf Blade,14.1,336.7,943.9,2757
Giratina (Altered Forme),Dragon Breath,Dragon Claw,11.729,584.1,942.6,3379
Swampert,Water Gun,Surf,13.134,415.6,941.6,2974
Alakazam,Psycho Cut,Dazzling Gleam,14.662,298.1,939.7,3057
Venusaur,Vine Whip,Sludge Bomb,13.406,389.1,937.3,2720
Emboar,Ember,Focus Blast,13.869,351.3,937.1,2982
Golem,Rock Throw,Earthquake,13.25,401.5,934,2949
Mew,Waterfall,Psychic,12.561,470.7,932.9,3265
Snorlax,Lick,Hyper Beam,12.063,531.4,932.7,3225
Porygon-Z,Lock-On,Solar Beam,13.973,340.8,929.7,3266
Machamp,Counter,Rock Slide,13.633,365.5,926.1,3056
Exeggutor,Zen Headbutt,Seed Bomb,13.688,359.9,922.9,3014
Magmortar,Karate Chop,Fire Punch,13.8,351,922.6,3132
Ho-Oh,Hidden Power,Brave Bird,12.235,503.6,922.5,3863
Ho-Oh,Hidden Power,Brave Bird,12.235,503.6,922.5,3863
Ursaring,Metal Claw,Hyper Beam,13.927,341.2,921.7,2945
Toxicroak,Poison Jab,Sludge Bomb,14.366,309.9,918.7,2488
Hariyama,Counter,Close Combat,13.41,380.6,917.7,2829
Machamp,Karate Chop,Close Combat,13.6,364.6,917.2,3056
Vaporeon,Water Gun,Hydro Pump,12.657,451.4,915.3,3114
Torterra,Razor Leaf,Solar Beam,12.95,421.4,915.1,2934
Arcanine,Thunder Fang,Flamethrower,13.457,375.3,914.6,3029
Scizor,Fury Cutter,X-Scissor,13.759,350,911.5,3001
Leafeon,Quick Attack,Solar Beam,13.32,385,910,2944
Charizard,Air Slash,Overheat,13.637,357.6,907,2889
Mew,Struggle Bug,Psychic,12.473,467.4,906.9,3265
Rayquaza,Air Slash,Ancient Power,13.253,388,903.2,3835
Venusaur,Vine Whip,Solar Beam,13.281,385.4,902.9,2720
Jynx,Frost Breath,Avalanche,14.482,297,901.9,2555
Alolan Golem,Volt Switch,Wild Charge,13.128,397.8,900.2,2949
Houndoom,Snarl,Flamethrower,14.281,308.8,899.5,2635
Scizor,Fury Cutter,Iron Head,13.713,348.8,899.4,3001
Lugia,Dragon Tail,Future Sight,11.235,633.5,898.4,3703
Togekiss,Charm,Aerial Ace,12.72,436.2,897.7,3332
Jynx,Pound,Avalanche,14.462,296.6,897,2555
Breloom,Counter,Sludge Bomb,14.786,277.4,896.6,2628
Ho-Oh,Extrasensory,Brave Bird,12.145,499.9,895.6,3863
Arcanine,Snarl,Wild Charge,13.382,373.2,894.3,3029
Pinsir,Fury Cutter,X-Scissor,13.842,336.8,893.4,2959
Charizard,Fire Spin,Return,13.586,356.3,893.3,2889
Gyarados,Bite,Outrage,12.891,415.4,889.9,3391
Gyarados,Dragon Breath,Outrage,12.891,415.4,889.9,3391
Typhlosion,Shadow Claw,Overheat,13.568,355.8,888.8,2889
Mismagius,Hex,Shadow Ball,13.89,331,887.1,2615
Magmortar,Karate Chop,Psychic,13.664,347.6,886.8,3132
Infernape,Fire Spin,Flamethrower,14.036,320.2,885.4,2683
Lucario,Counter,Close Combat,14.383,296.8,883.1,2703
Machamp,Counter,Stone Edge,13.444,360.4,875.8,3056
Roserade,Poison Jab,Dazzling Gleam,13.865,327.2,872,2971
Charizard,Ember,Overheat,13.498,354,870.6,2889
Typhlosion,Ember,Overheat,13.498,354,870.6,2889
Granbull,Charm,Play Rough,14.025,315.5,870.3,2552
Houndoom,Fire Fang,Return,14.159,306.2,869.2,2635
Gyarados,Bite,Return,12.815,412.9,869,3391
Gyarados,Dragon Breath,Return,12.815,412.9,869,3391
Machamp,Karate Chop,Cross Chop,13.416,359.6,868.5,3056
Golem,Mud Slap,Earthquake,13.011,394.3,868.4,2949
Mew,Snarl,Grass Knot,12.336,462.3,867.7,3265
Mew,Snarl,Wild Charge,12.336,462.3,867.7,3265
Snorlax,Lick,Skull Bash,11.846,521.9,867.5,3225
Charizard,Wing Attack,Flamethrower,13.482,353.6,866.4,2889
Mismagius,Sucker Punch,Shadow Ball,13.808,329.1,866.3,2615
Empoleon,Metal Claw,Hydro Pump,13.066,386.4,862,2900
Victreebel,Acid,Leaf Blade,14.172,302.4,860.8,2431
Espeon,Confusion,Psybeam,13.838,324.8,860.7,3170
Manectric,Snarl,Wild Charge,14.695,270.8,859.2,2340
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Ho-Oh,Hidden Power,Fire Blast,12.006,494.2,855.2,3863
Weavile,Snarl,Focus Blast,13.718,331.1,854.8,3005
Gardevoir,Charge Beam,Synchronoise,13.358,358.2,853.8,3093
Togekiss,Charm,Flamethrower,12.561,430.8,853.7,3332
Lucario,Counter,Power-Up Punch,14.259,294.2,852.9,2703
Tangrowth,Infestation,Solar Beam,12.665,419.8,852.9,3030
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Ho-Oh,Hidden Power,Solar Beam,11.995,493.7,852.2,3863
Shiftry,Snarl,Leaf Blade,14.197,297.5,851.3,2333
Azelf,Extrasensory,Fire Blast,13.934,314.6,851.2,3210
Flygon,Dragon Tail,Earth Power,13.445,350,850.6,2661
Latias,Dragon Breath,Thunder,12.292,456.4,847.8,3510
Mew,Rock Smash,Psychic,12.26,459.4,846.7,3265
Arcanine,Thunder Fang,Wild Charge,13.198,368,846.1,3029
Swampert,Mud Shot,Surf,12.781,404.5,844.5,2974
Granbull,Snarl,Play Rough,13.917,313,843.8,2552
Scizor,Bullet Punch,X-Scissor,13.489,343.1,842.1,3001
Tyranitar,Iron Tail,Fire Blast,12.279,454,840.6,3834
Absol,Snarl,Dark Pulse,14.976,249.7,838.9,2526
Zapdos,Charge Beam,Thunder,12.842,395.7,838.1,3527
Gengar,Lick,Sludge Wave,14.424,279.1,837.5,2878
Chandelure,Fire Spin,Energy Ball,13.772,320.1,836.2,3268
Magmortar,Karate Chop,Fire Blast,13.461,342.4,835.1,3132
Magnezone,Charge Beam,Zap Cannon,13.078,373.4,835,3205
Mew,Snarl,Psyshock,12.217,457.8,834.9,3265
Gengar,Lick,Focus Blast,14.407,278.7,833.4,2878
Charizard,Fire Spin,Fire Blast,13.349,350.1,832.7,2889
Tangrowth,Vine Whip,Sludge Bomb,12.59,417.3,832.7,3030
Honchkrow,Peck,Dark Pulse,14.335,281.7,830,2711
Mew,Pound,Grass Knot,12.198,457.1,829.8,3265
Mew,Pound,Wild Charge,12.198,457.1,829.8,3265
Mew,Volt Switch,Psychic,12.198,457.1,829.8,3265
Electivire,Thunder Shock,Thunder,13.601,329.3,828.6,3079
Heatran,Bug Bite,Stone Edge,12.362,438.1,827.7,3754
Honchkrow,Snarl,Brave Bird,14.316,281.4,825.6,2711
Mew,Shadow Claw,Grass Knot,12.167,456,821.4,3265
Mew,Shadow Claw,Wild Charge,12.167,456,821.4,3265
Arcanine,Bite,Flamethrower,13.099,365.3,821,3029
Scizor,Bullet Punch,Iron Head,13.399,340.8,820,3001
Swampert,Water Gun,Earthquake,12.685,401.4,819.4,2974
Roserade,Razor Leaf,Dazzling Gleam,13.65,322.1,819,2971
Mew,Dragon Tail,Grass Knot,12.158,455.6,818.8,3265
Mew,Dragon Tail,Wild Charge,12.158,455.6,818.8,3265
Lucario,Bullet Punch,Shadow Ball,14.111,291.2,818.2,2703
Alakazam,Confusion,Fire Punch,14.149,287.7,815,3057
Mew,Steel Wing,Grass Knot,12.142,455,814.5,3265
Mew,Steel Wing,Wild Charge,12.142,455,814.5,3265
Banette,Hex,Shadow Ball,14.723,255,813.9,2298
Celebi,Confusion,Hyper Beam,12.139,454.9,813.7,3265
Mew,Pound,Psyshock,12.138,454.9,813.5,3265
Electivire,Thunder Shock,Thunder Punch,13.537,327.8,813.1,3079
Moltres,Wing Attack,Heat Wave,12.809,386.8,812.9,3465
Gyarados,Waterfall,Dragon Pulse,12.602,406,812.5,3391
Victreebel,Razor Leaf,Leaf Blade,13.968,298.1,812.3,2431
Deoxys (Normal Forme),Zen Headbutt,Psycho Boost,15.596,213.9,811.3,3160
Charizard,Air Slash,Flamethrower,13.259,347.7,810.5,2889
Meganium,Vine Whip,Frenzy Plant,12.729,393,810.4,2410
Mew,Shadow Claw,Psyshock,12.123,454.3,809.4,3265
Mew,Dragon Tail,Psyshock,12.115,454,807.3,3265
Omastar,Rock Throw,Rock Slide,13.027,365.2,807.3,2786
Mew,Steel Wing,Psyshock,12.11,453.8,806,3265
Victreebel,Acid,Sludge Bomb,13.934,297.3,804.4,2431
Donphan,Counter,Earthquake,12.708,391.5,803.5,3013
Milotic,Waterfall,Surf,12.094,453.7,802.5,3005
Alakazam,Psycho Cut,Focus Blast,14.086,286.4,800.5,3057
Vileplume,Acid,Sludge Bomb,13.408,331.9,800,2559
Celebi,Confusion,Dazzling Gleam,12.087,452.9,799.8,3265
Machamp,Karate Chop,Heavy Slam,13.143,352.3,799.8,3056
Machamp,Karate Chop,Submission,13.141,352.3,799.4,3056
Gengar,Hex,Psychic,14.227,275.3,792.6,2878
Gengar,Shadow Claw,Dark Pulse,14.217,275.1,790.5,2878
Blaziken,Counter,Stone Edge,13.737,304.9,790.3,2848
Exeggutor,Bullet Seed,Seed Bomb,13.166,346.1,789.9,3014
Alolan Golem,Rock Throw,Stone Edge,12.703,384.9,789.1,2949
Golem,Rock Throw,Stone Edge,12.703,384.9,789.1,2949
Flygon,Dragon Tail,Dragon Claw,13.193,343.5,788.8,2661
Ursaring,Counter,Play Rough,13.395,328.1,788.5,2945
Venusaur,Razor Leaf,Sludge Bomb,12.834,372.5,787.5,2720
Deoxys (Normal Forme),Charge Beam,Hyper Beam,15.477,212.2,786.9,3160
Togekiss,Air Slash,Aerial Ace,12.301,421.8,785.1,3332
Gengar,Sucker Punch,Psychic,14.192,274.6,785,2878
Mew,Poison Jab,Grass Knot,12.029,450.8,784.5,3265
Mew,Poison Jab,Wild Charge,12.029,450.8,784.5,3265
Starmie,Water Gun,Psychic,13.52,317.4,784.3,2584
Hariyama,Counter,Heavy Slam,12.889,365.8,783.2,2829
Houndoom,Snarl,Return,13.787,298.2,781.3,2635
Honchkrow,Peck,Psychic,14.12,277.5,781.2,2711
Mew,Poison Jab,Psyshock,12.012,450.2,780.3,3265
Drifblim,Hex,Shadow Ball,13.09,347.6,779.6,2382
Houndoom,Fire Fang,Fire Blast,13.772,297.9,778.1,2635
Cacturne,Poison Jab,Grass Knot,14.654,247.2,777.9,2298
Arcanine,Bite,Wild Charge,12.922,360.3,777.5,3029
Omastar,Rock Throw,Hydro Pump,12.9,361.6,776.3,2786
Arcanine,Snarl,Return,12.905,359.9,773.4,3029
Lucario,Counter,Flash Cannon,13.908,287,772,2703
Samurott,Waterfall,Hydro Pump,12.929,356.5,770.5,2826
Haunter,Lick,Shadow Ball,15.877,192.2,769.4,1963
Donphan,Mud Slap,Play Rough,12.569,387.3,768.9,3013
Manectric,Charge Beam,Wild Charge,14.292,263.4,768.8,2340
Vaporeon,Water Gun,Aqua Tail,12.115,432.1,768.4,3114
Jolteon,Volt Switch,Thunderbolt,13.328,324.3,767.9,2888
Flygon,Dragon Tail,Earthquake,13.103,341.1,767.3,2661
Shiftry,Feint Attack,Leaf Blade,13.829,289.8,766.3,2333
Alolan Exeggutor,Bullet Seed,Seed Bomb,12.981,349.6,764.8,3014
Porygon-Z,Charge Beam,Solar Beam,13.306,324.5,764.6,3266
Empoleon,Waterfall,Hydro Pump,12.678,374.9,764.1,2900
Flareon,Ember,Last Resort,13.357,320.1,762.7,3029
Torterra,Bite,Solar Beam,12.372,402.6,762.6,2934
Torterra,Razor Leaf,Earthquake,12.372,402.6,762.4,2934
Flareon,Fire Spin,Heat Wave,13.354,320,762,3029
Hariyama,Bullet Punch,Superpower,12.8,363.3,761.9,2829
Unfezant,Air Slash,Hyper Beam,13.498,309.2,760.3,2734
Alolan Muk,Snarl,Gunk Shot,12.394,398.9,759.4,2757
Charizard,Ember,Flamethrower,13.043,342,758.9,2889
Ursaring,Shadow Claw,Play Rough,13.259,324.8,757.1,2945
Haunter,Shadow Claw,Shadow Ball,15.798,191.3,754.2,1963
Mamoswine,Powder Snow,Bulldoze,12.726,365.4,753,3328
Gardevoir,Charge Beam,Shadow Ball,12.938,346.9,751.4,3093
Aerodactyl,Steel Wing,Rock Slide,13.186,326.4,748.3,2783
Flareon,Ember,Fire Blast,13.293,318.6,748.2,3029
Kingdra,Dragon Breath,Outrage,12.736,362.1,747.9,2641
Weavile,Feint Attack,Focus Blast,13.267,320.2,747.9,3005
Arcanine,Snarl,Fire Blast,12.793,356.7,746.9,3029
Victreebel,Razor Leaf,Sludge Bomb,13.678,291.9,746.8,2431
Samurott,Fury Cutter,Hydro Pump,12.828,353.7,746.7,2826
Machamp,Karate Chop,Rock Slide,12.918,346.3,746.5,3056
Lugia,Extrasensory,Hydro Pump,10.722,604.5,745.1,3703
Starmie,Quick Attack,Psychic,13.34,313.2,743.5,2584
Blaziken,Counter,Brave Bird,13.526,300.2,742.8,2848
Mew,Snarl,Solar Beam,11.864,444.6,742.5,3265
Shiftry,Razor Leaf,Leaf Blade,13.719,287.4,742.2,2333
Vileplume,Razor Leaf,Sludge Bomb,13.148,325.5,739.8,2559
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266
Mew,Pound,Solar Beam,11.843,443.8,737.1,3265
Jolteon,Volt Switch,Discharge,13.188,320.9,736.1,2888
Vileplume,Acid,Solar Beam,13.132,325.1,736.1,2559
Venusaur,Razor Leaf,Solar Beam,12.614,366.1,734.8,2720
Drifblim,Astonish,Shadow Ball,12.894,342.3,733.9,2382
Mew,Shadow Claw,Solar Beam,11.816,442.8,730.4,3265
Mew,Snarl,Overheat,11.806,442.4,728.1,3265
Mew,Infestation,Psyshock,11.8,442.2,726.5,3265
Mew,Cut,Psyshock,11.795,442,725.3,3265
Mew,Steel Wing,Solar Beam,11.794,442,725,3265
Alolan Muk,Poison Jab,Gunk Shot,12.248,394.2,724.4,2757
Muk,Poison Jab,Gunk Shot,12.248,394.2,724.4,2757
Mew,Pound,Overheat,11.786,441.7,723.1,3265
Unfezant,Steel Wing,Hyper Beam,13.327,305.3,722.6,2734
Mew,Infestation,Grass Knot,11.781,441.5,721.8,3265
Mew,Infestation,Wild Charge,11.781,441.5,721.8,3265
Golem,Mud Slap,Stone Edge,12.419,376.3,720.8,2949
Granbull,Bite,Play Rough,13.375,300.8,719.8,2552
Mew,Dragon Tail,Solar Beam,11.772,441.1,719.6,3265
Ursaring,Metal Claw,Play Rough,13.092,320.7,719.6,2945
Alolan Exeggutor,Bullet Seed,Dragon Pulse,12.778,344.1,717.9,3014
Mew,Shadow Claw,Overheat,11.763,440.8,717.4,3265
Swampert,Mud Shot,Earthquake,12.27,388.3,717.2,2974
Togekiss,Air Slash,Flamethrower,12.025,412.4,717,3332
Charizard,Wing Attack,Return,12.854,337.1,716,2889
Mew,Cut,Grass Knot,11.751,440.4,714.6,3265
Mew,Cut,Wild Charge,11.751,440.4,714.6,3265
Shiftry,Snarl,Foul Play,13.583,284.6,713.1,2333
Victreebel,Acid,Solar Beam,13.519,288.5,712.9,2431
Mew,Steel Wing,Overheat,11.744,440.1,712.8,3265
Alolan Raichu,Thunder Shock,Wild Charge,13.746,274.1,711.8,2286
Arcanine,Thunder Fang,Return,12.637,352.4,711.2,3029
Feraligatr,Waterfall,Hydro Pump,12.405,372.2,710.5,2857
Vaporeon,Water Gun,Last Resort,11.873,423.5,708.8,3114
Mew,Dragon Tail,Overheat,11.72,439.2,707,3265
Kingdra,Water Gun,Outrage,12.554,356.9,706.2,2641
Espeon,Zen Headbutt,Psybeam,13.17,309.1,706.1,3170
Staraptor,Quick Attack,Brave Bird,13.25,303.6,706.1,2825
Aerodactyl,Rock Throw,Hyper Beam,12.994,321.7,705.7,2783
Donphan,Mud Slap,Heavy Slam,12.301,379,705.4,3013
Moltres,Ember,Heat Wave,12.363,373.3,705.3,3465
Porygon-Z,Lock-On,Blizzard,13.033,317.9,703.6,3266
Gyarados,Waterfall,Crunch,12.147,391.4,701.5,3391
Milotic,Dragon Tail,Surf,11.694,438.7,701.4,3005
Feraligatr,Water Gun,Hydro Pump,12.361,370.9,700.6,2857
Infernape,Fire Spin,Close Combat,13.234,301.9,699.7,2683
Alolan Muk,Bite,Gunk Shot,12.133,390.5,697.4,2757
Mew,Waterfall,Psyshock,11.678,437.6,697,3265
Aerodactyl,Bite,Rock Slide,12.953,320.6,696.7,2783
Kingdra,Waterfall,Outrage,12.508,355.6,695.9,2641
Emboar,Low Kick,Rock Slide,12.874,326.1,695.8,2982
Houndoom,Fire Fang,Crunch,13.391,289.6,695.3,2635
Togekiss,Hidden Power,Aerial Ace,11.931,409.2,694.9,3332
Houndoom,Snarl,Fire Blast,13.386,289.5,694.4,2635
Snorlax,Zen Headbutt,Return,11.202,493.5,693.6,3225
Charizard,Wing Attack,Fire Blast,12.751,334.4,693.3,2889
Blaziken,Fire Spin,Stone Edge,13.293,295,693,2848
Infernape,Fire Spin,Solar Beam,13.203,301.1,693,2683
Pinsir,Bug Bite,Superpower,12.99,316.1,692.9,2959
Mew,Snarl,Surf,11.652,436.7,690.8,3265
Mew,Poison Jab,Solar Beam,11.65,436.6,690.3,3265
Omastar,Water Gun,Rock Slide,12.524,351.1,689.7,2786
Alolan Golem,Rock Throw,Rock Blast,12.278,372.1,688.6,2949
Golem,Rock Throw,Rock Blast,12.278,372.1,688.6,2949
Golem,Mud Shot,Earthquake,12.275,372,688,2949
Arcanine,Thunder Fang,Fire Blast,12.53,349.4,687.5,3029
Poliwrath,Bubble,Dynamic Punch,12.237,375.2,687.5,2586
Charizard,Air Slash,Return,12.723,333.7,687.2,2889
Alolan Raichu,Spark,Wild Charge,13.623,271.6,686.8,2286
Magnezone,Spark,Flash Cannon,12.448,355.4,685.4,3205
Mew,Frost Breath,Psyshock,11.627,435.7,684.8,3265
Crobat,Air Slash,Sludge Bomb,12.447,355.1,684.7,2646
Articuno,Frost Breath,Blizzard,11.523,445.6,681.8,3051
Torterra,Razor Leaf,Return,12.026,391.4,680.7,2934
Snorlax,Lick,Body Slam,11.146,491,679.9,3225
Mew,Steel Wing,Surf,11.604,434.9,679.5,3265
Mew,Waterfall,Grass Knot,11.599,434.7,678.4,3265
Mew,Waterfall,Wild Charge,11.599,434.7,678.4,3265
Mew,Dragon Tail,Surf,11.599,434.6,678.2,3265
Jolteon,Thunder Shock,Last Resort,12.917,314.3,677.4,2888
Mew,Shadow Claw,Surf,11.589,434.3,675.9,3265
Gyarados,Dragon Tail,Dragon Pulse,12.033,387.7,675.5,3391
Mew,Poison Jab,Overheat,11.586,434.2,675.4,3265
Starmie,Hidden Power,Psychic,13.021,305.7,674.9,2584
Starmie,Hidden Power,Psychic,13.021,305.7,674.9,2584
Mew,Snarl,Dazzling Gleam,11.584,434.1,674.7,3265
Charizard,Fire Spin,Dragon Claw,12.663,332.1,674.2,2889
Gengar,Lick,Dark Pulse,13.663,264.3,674.2,2878
Muk,Acid,Gunk Shot,12.03,387.2,674,2757
Articuno,Frost Breath,Ice Beam,11.489,444.3,673.8,3051
